,author,alias,title,date,ip,city,country,ups,downs,comments,url,file,seg_text,seg_pos,tag
288,tycousin,500元,[影音] 磪有情 - Sunflower M/V Teaser,2022-09-13 17:28:38,114.47.142.215,Kaohsiung City,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663061320.A.A6C.html,KoreanPop_2022_9,影音 有情,Na VH,影音
289,tycousin,500元,[情報] 精神教練諸葛吉 OST Part.1 - Band Nah,2022-09-13 17:23:36,114.47.142.215,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663061019.A.0F6.html,KoreanPop_2022_9,情報 精神 教練 諸葛吉,Na Na Na Nb,情報
290,tycousin,500元,[情報] 依法相愛吧 OST Part.2 - 曺柔理,2022-09-13 17:19:56,114.47.142.215,Kaohsiung City,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663060800.A.4E6.html,KoreanPop_2022_9,情報 相愛 柔理,Na VH Na,情報
291,tycousin,500元,[情報] 偶然的田園日記 OST Part.2 - O.WHEN,2022-09-13 17:17:15,114.47.142.215,Kaohsiung City,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663060638.A.226.html,KoreanPop_2022_9,情報 偶然 田園 日記,Na VH Na Na,情報
292,pkkcyc,,[情報] Melon 週榜 (2022.09.19 ~ 2022.09.25),2022-09-26 21:31:49,36.227.227.192,Hualien City,Taiwan,5,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664199111.A.F4B.html,KoreanPop_2022_9,情報 週榜 2022.09.19,Na Na Neu,情報
293,Im22Yo,Beautiful Wanna One,[影音] NCT 127 - 疾馳 接力舞蹈,2022-09-26 20:36:37,101.138.201.192,,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664195799.A.74C.html,KoreanPop_2022_9,影音  NCT 127 疾馳 接力 舞蹈,Na Nb VA VA Na,影音
294,kellyou,小歐,[影音] EXID - FIRE  MV teaser 2,2022-09-26 19:02:38,219.71.169.47,New Taipei,Taiwan,40,0,7,https://www.ptt.cc/bbs/KoreanPop/M.1664190160.A.7B2.html,KoreanPop_2022_9,影音,Na,影音
295,yihsuan1122,,"[情報] 姜珉炅, 崔政勳 - 因為我們那麼相愛",2022-09-26 18:25:46,49.216.89.141,New Taipei,Taiwan,7,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1664187950.A.4D4.html,KoreanPop_2022_9,情報 姜珉炅 崔政勳 我們 相愛,Na Nb Nb Nh VH,情報
296,mon60819,OrbiT,[情報] Dreamcatcher 迷你七輯 10/11 回歸,2022-09-26 17:41:15,60.241.57.195,Brisbane,Australia,30,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664185279.A.CFE.html,KoreanPop_2022_9,情報 迷你 七 輯 回歸,Na VH Neu Nf VCL,情報
297,angelak765,Wandering,[情報] NavyQuokka - I Feel It,2022-09-26 17:37:15,42.77.68.192,Tainan City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664185040.A.0B3.html,KoreanPop_2022_9,情報,Na,情報
298,tycousin,500元,[情報] XIUMIN 迷你一輯 'Brand New',2022-09-26 17:32:55,42.77.150.183,Tainan City,Taiwan,12,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664184779.A.516.html,KoreanPop_2022_9,情報 迷你 一 輯,Na VH Neu Nf,情報
299,angelak765,Wandering,[情報] ADORA 迷你1輯 Adorable REbirth,2022-09-26 16:59:42,42.77.68.192,Tainan City,Taiwan,2,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664182784.A.19E.html,KoreanPop_2022_9,情報 迷你 1 輯,Na VH Neu Nf,情報
300,airbase,airbase,[影音] LE SSERAFIM《ANTIFRAGILE》Trailer,2022-09-26 10:06:37,36.236.243.53,Kaohsiung City,Taiwan,68,1,10,https://www.ptt.cc/bbs/KoreanPop/M.1664158000.A.D04.html,KoreanPop_2022_9,影音,Na,影音
301,mista1130,季少,[影音] mimiirose 'Rose' MV 完整版,2022-09-25 23:55:18,27.242.70.119,New Taipei,Taiwan,3,0,4,https://www.ptt.cc/bbs/KoreanPop/M.1664121320.A.5D8.html,KoreanPop_2022_9,影音 完整版,Na Na,影音
302,pkkcyc,,[情報] Kep1er 10/13 迷你三輯 回歸預告,2022-09-25 23:06:34,36.227.227.192,Hualien City,Taiwan,11,0,6,https://www.ptt.cc/bbs/KoreanPop/M.1664118396.A.D55.html,KoreanPop_2022_9,情報 迷你 三 輯 回歸 預告,Na VH Neu Nf VCL VE,情報
303,pkkcyc,,[情報] YouTube MV點閱排行(2022 09.18~09.24),2022-09-25 22:28:56,36.227.227.192,Hualien City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664116138.A.E1E.html,KoreanPop_2022_9,情報 點閱 排行 2022 09.24,Na VC VG Neu Neu,情報
304,johnny40615,豆?,[影音] 220925 SBS 人氣歌謠,2022-09-25 19:43:45,114.24.0.245,New Taipei,Taiwan,13,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664106229.A.0D1.html,KoreanPop_2022_9,影音 人氣 歌謠,Na Na Na,影音
305,Im22Yo,Beautiful Wanna One,[影音] CLASS:y - 我可以稱之為愛嗎 ,2022-09-25 17:57:53,101.138.223.157,,Taiwan,0,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664099875.A.6D4.html,KoreanPop_2022_9,影音 我 稱 之為 愛,Na Nh VG Nh Na,影音
306,angelak765,Wandering,"[情報] Dept - Dream (Feat. Ashley Alisha, J.O.Y)",2022-09-25 17:25:53,42.77.68.192,Tainan City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664097960.A.259.html,KoreanPop_2022_9,情報,Na,情報
307,yihsuan1122,,"[情報] 10CM, BIG Naughty - 正好就10CM",2022-09-25 17:03:20,49.216.89.141,New Taipei,Taiwan,10,0,8,https://www.ptt.cc/bbs/KoreanPop/M.1664096607.A.DD2.html,KoreanPop_2022_9,情報 10,Na Neu,情報
308,tycousin,500元,[影音] 220924 JTBC K-909 E01,2022-09-25 12:46:11,114.47.191.109,New Taipei,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664081173.A.375.html,KoreanPop_2022_9,影音 01,Na Neu,影音
309,tycousin,500元,[情報] PLAYLIST OST Part.2 - MeloMance,2022-09-13 17:12:19,114.47.142.215,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663060343.A.658.html,KoreanPop_2022_9,情報,Na,情報
310,tycousin,500元,[影音] [加長型禮車服務] EP28. 崔叡娜,2022-09-13 17:00:02,114.47.142.215,Kaohsiung City,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663059604.A.C57.html,KoreanPop_2022_9,影音 加長型 禮車 服務 崔叡娜,Na Na Na VC Nb,影音
311,yihsuan1122,,[影音] The Rose - Childhood Teaser (先行曲),2022-09-12 23:07:19,140.115.232.56,New Taipei,Taiwan,10,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662995243.A.B10.html,KoreanPop_2022_9,影音 先行曲,Na Na,影音
312,sodavoxyi,LOVE YOURSELF,[情報] ADORA 迷你1輯 [Adorable REbirth],2022-09-12 23:02:50,114.32.152.169,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662994973.A.CA7.html,KoreanPop_2022_9,情報 迷你 1 輯,Na VH Neu Nf,情報
313,Im22Yo,Beautiful Wanna One,[影音] SEULGI 迷你1輯 [28 Reasons] Trailer,2022-09-12 23:01:00,101.138.251.63,,Taiwan,83,0,16,https://www.ptt.cc/bbs/KoreanPop/M.1662994862.A.452.html,KoreanPop_2022_9,影音 迷你 1 輯 28,Na VH Neu Nf Neu,影音
314,pkkcyc,,[情報] HANTEO週榜 (2022-09-05 ~ 2022-09-11),2022-09-12 22:19:03,36.227.229.143,Hualien City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662992345.A.773.html,KoreanPop_2022_9,情報 週榜 2022-09,Na Na Neu,情報
315,pkkcyc,,[情報] Melon 週榜 (2022.09.05 ~ 2022.09.11),2022-09-12 22:10:43,36.227.229.143,Hualien City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662991845.A.01B.html,KoreanPop_2022_9,情報 週榜 2022.09.05,Na Na Neu,情報
316,tycousin,500元,[影音] Dingo Killing Verse - SMTM11出演者合集,2022-09-12 19:06:39,114.47.150.123,Kaohsiung City,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1662980801.A.68E.html,KoreanPop_2022_9,影音 出演 者 合集,Na VC Na Na,影音
317,angelak765,Wandering,"[影音] Zia, 許閣 - 酒算什麼啊",2022-09-12 17:18:54,42.77.86.0,Kaohsiung City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662974336.A.3BC.html,KoreanPop_2022_9,影音 酒 算 什麼,Na Na VG Nep,影音
318,johnny40615,豆?,[情報] 220913 SBS M THE SHOW 節目單,2022-09-12 16:31:16,27.240.192.16,,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662971479.A.B35.html,KoreanPop_2022_9,情報 節目單,Na Na,情報
319,pkkcyc,,[情報] YouTube MV點閱排行(2022 09.04~09.10),2022-09-11 23:35:47,36.227.213.183,New Taipei,Taiwan,10,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1662910550.A.ECE.html,KoreanPop_2022_9,情報 點閱 排行 2022 09.10,Na VC VG Neu Neu,情報
320,yihsuan1122,,[情報] Leellamarz-City Lights (ft. Hash Swan),2022-09-10 18:33:41,106.1.121.17,Chang-hua,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662806033.A.974.html,KoreanPop_2022_9,情報,Na,情報
321,lucy9422,chiaya,[情報] BIG Naughty - Ung (Watcha Inside Lyrics),2022-09-10 17:22:09,36.231.69.166,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662801736.A.802.html,KoreanPop_2022_9,情報,Na,情報
322,lucy9422,chiaya,Fw: [情報] SURL - Airbag (Watcha Inside Lyrics),2022-09-10 17:08:44,36.231.69.166,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662800925.A.48F.html,KoreanPop_2022_9,情報,Na,情報
323,chw1126,小顆粒三頁蟲,"[影音] ABOUT, Hemo - 燒傷(Burn)(Ft.SF9輝映)",2022-09-09 22:33:36,223.136.96.14,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662734027.A.6EA.html,KoreanPop_2022_9,影音 燒傷 輝映,Na VC VH,影音
324,yukihira,△_▲△,[影音] tripleS : GongYuBin(公開第八位成員),2022-09-09 20:11:13,49.158.101.59,New Taipei,Taiwan,0,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1662725475.A.C4F.html,KoreanPop_2022_9,影音 公開 第八 位 成員,Na VHC Neu Nf Na,影音
325,johnny40615,豆?,[影音] 220909 ArirangTV Simply K-Pop,2022-09-09 19:28:30,36.224.141.184,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662722913.A.F16.html,KoreanPop_2022_9,影音,Na,影音
326,johnny40615,豆?,[情報] 220909 KBS Music Bank K-Chart,2022-09-09 19:12:23,36.224.141.184,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662721945.A.513.html,KoreanPop_2022_9,情報,Na,情報
327,tycousin,500元,[影音] pH-1 - YUPPIE TING Feat. Blase M/V,2022-09-09 17:23:34,114.47.195.242,Tainan City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662715416.A.657.html,KoreanPop_2022_9,影音,Na,影音
328,Im22Yo,Beautiful Wanna One,[影音] 黃旼炫 - Again Teaser,2022-09-09 17:08:39,101.138.14.211,,Taiwan,3,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1662714521.A.CD6.html,KoreanPop_2022_9,影音 黃旼炫,Na Nb,影音
